distance,duration,departure_hour,weather_risk,traffic,delay
9624,941,11,0.41,0.92,1
4770,633,13,0.83,0.89,1
4010,474,10,0.15,0.9,0
9156,1039,21,0.13,0.89,1
10144,909,17,0.57,0.25,0
6284,568,0,0.16,0.09,1
11503,1188,2,0.27,1.0,0
7875,676,22,0.33,0.14,0
4554,419,18,0.26,0.58,0
8378,894,16,0.53,0.73,1
13961,1304,8,0.32,0.16,0
7601,735,15,0.21,0.22,1
4649,411,8,0.46,0.38,0
3483,441,9,1.0,0.18,1
11575,951,3,0.91,0.63,0
2460,391,0,0.75,0.11,1
6635,625,1,0.49,0.72,1
9110,892,3,0.3,0.35,0
11671,1056,14,0.04,0.04,0
12309,1103,20,0.66,0.2,0
12532,1187,2,0.26,0.37,0
6262,708,23,0.26,0.74,0
12158,1245,22,0.3,0.76,0
1582,206,19,0.49,0.78,0
10456,844,18,0.95,0.92,1
7235,657,19,0.23,0.55,0
5874,549,17,0.79,0.37,0
5870,529,1,0.31,0.51,0
7580,799,13,0.01,0.25,0
5437,606,19,0.86,0.91,0
10274,1069,14,0.36,0.43,0
2089,298,7,0.29,0.05,1
12431,1159,4,0.18,0.03,0
11304,952,11,0.03,0.43,0
5428,554,0,0.1,0.75,0
13730,1183,1,0.59,0.22,1
1400,430,4,0.3,0.86,1
10812,1150,20,0.36,0.46,0
4457,541,3,0.67,0.24,0
4406,410,22,0.7,0.23,0
11444,1026,12,0.74,0.5,0
10467,1099,16,0.91,0.59,1
12185,1159,5,0.32,0.32,0
6216,691,20,0.74,0.57,1
5427,520,9,0.25,0.93,1
9971,1059,4,0.89,0.24,0
9399,914,17,0.76,0.73,1
5311,518,9,0.3,0.15,0
12310,1008,18,0.87,0.38,1
13799,1348,10,0.7,0.57,1
6347,718,0,0.53,0.0,0
10384,1011,16,0.29,0.27,1
6253,620,19,0.39,0.24,1
5165,689,13,0.73,0.89,0
6801,772,17,0.24,0.31,0
9615,902,8,0.31,0.03,0
6943,714,20,0.49,0.05,0
3906,525,0,0.24,0.2,0
7239,880,7,0.3,0.15,1
1472,307,11,0.3,0.57,1
11269,1052,12,0.03,0.36,0
11398,1210,6,0.02,0.42,0
4233,535,19,0.12,0.38,1
13164,1212,15,0.45,0.19,0
1654,317,11,0.34,0.3,0
4050,476,6,0.08,0.99,0
4467,432,22,0.16,0.07,1
3037,347,21,0.96,0.04,0
8721,811,23,0.97,0.92,1
1550,404,23,0.5,0.96,0
9462,817,18,0.69,0.55,0
1177,361,12,0.94,0.51,0
4275,480,2,0.43,0.03,0
4688,683,2,0.66,0.49,0
10934,902,3,0.84,0.27,1
4264,496,8,0.38,0.62,0
5345,704,21,0.25,0.88,1
6186,632,15,0.18,0.37,0
2480,417,7,0.67,0.37,1
7770,720,0,0.04,0.18,0
3660,339,3,0.91,0.61,0
9780,997,1,0.85,0.49,0
6296,718,11,0.35,0.35,0
2506,485,21,0.93,0.94,1
3608,527,13,0.14,0.31,0
8822,722,8,0.63,0.7,1
9212,770,1,0.63,0.18,0
5514,525,6,0.93,0.66,0
9619,964,12,0.27,0.37,0
13199,1158,2,0.44,0.75,0
1109,328,7,0.44,0.99,1
7306,721,6,0.5,0.96,1
6036,791,17,0.61,0.62,1
13336,1075,0,0.17,0.18,0
2183,290,14,0.46,0.79,0
7518,691,11,0.67,0.37,0
9913,1044,9,0.3,0.1,0
6089,772,9,0.17,0.48,0
13932,1352,8,0.77,1.0,1
12629,1138,1,0.66,0.89,0
8747,1001,23,0.56,0.96,1
8086,911,3,0.44,0.63,0
5826,753,20,0.75,0.57,0
11368,990,12,0.87,0.69,0
3079,521,19,0.31,0.31,0
13934,1281,0,0.59,0.24,0
4206,398,19,0.92,0.48,1
9420,848,22,0.27,0.17,0
6902,656,15,0.06,0.62,0
4790,561,9,0.91,0.94,1
4433,542,12,0.26,0.26,0
6541,840,3,0.25,0.08,0
13742,1280,4,0.84,0.72,0
11240,1174,2,0.35,0.76,0
9856,1071,2,0.16,0.43,0
10189,1093,13,0.38,0.51,0
3835,465,4,0.24,0.37,0
11757,1240,10,0.71,0.17,0
10426,987,11,0.45,0.21,0
9943,857,1,0.82,0.82,0
11709,1047,5,0.28,0.05,0
1928,465,3,0.29,0.28,0
8191,857,14,0.95,0.71,0
13427,1258,20,0.12,0.94,0
4797,518,0,0.07,0.34,0
9319,991,12,0.37,0.53,0
7087,879,2,0.42,0.93,0
13800,1275,10,0.64,0.93,0
3376,598,12,0.25,0.08,0
1868,258,15,0.87,0.3,0
3623,419,21,0.13,0.96,0
5653,652,6,0.95,0.56,0
6199,565,12,0.28,0.29,0
9965,814,10,0.27,0.01,0
12900,1142,16,0.74,0.8,0
10918,1017,5,0.02,0.98,0
11090,1094,22,0.11,0.61,1
11312,1145,18,0.54,0.59,1
10439,882,7,0.1,0.56,0
11871,1217,14,0.52,0.08,0
5274,754,21,0.12,0.85,1
6251,749,15,0.05,0.58,0
8051,915,17,0.53,0.12,0
3914,364,6,0.97,0.99,0
3391,578,11,0.47,0.3,1
6524,696,22,0.08,0.37,1
9424,1065,17,0.34,0.11,0
2493,287,12,0.68,0.77,0
9766,1042,6,0.27,0.99,0
6249,587,22,0.25,0.9,0
8418,882,14,0.66,0.7,0
6184,671,0,0.14,0.09,0
4289,528,5,0.69,0.56,0
13765,1287,18,0.62,0.46,0
11405,1095,14,0.02,0.11,0
5788,671,2,0.63,0.17,0
11324,940,5,0.22,0.76,0
9782,889,1,0.2,0.12,0
8625,906,1,0.27,0.57,0
4014,577,4,0.9,0.96,1
13790,1384,22,0.36,0.44,0
1090,430,17,0.86,0.2,0
3120,518,4,0.8,0.04,0
7039,727,18,0.65,0.36,0
4504,405,7,0.46,0.67,0
5184,639,22,0.9,0.95,0
9462,873,0,0.72,0.56,1
5265,718,3,0.86,0.92,1
10485,1060,15,0.15,0.3,0
11159,939,18,0.94,0.43,0
4477,626,22,0.62,0.78,1
5413,694,4,0.0,0.69,0
9808,1080,22,0.17,0.21,0
8998,735,17,0.94,0.44,1
2132,380,21,0.17,0.74,0
5382,608,7,0.09,0.92,1
10396,950,4,0.09,0.9,0
8729,849,1,0.04,0.18,0
13712,1222,4,0.5,0.79,0
2767,530,3,0.94,0.06,0
4081,381,14,0.1,0.82,0
11521,1035,1,0.93,0.75,1
1408,446,4,0.92,0.64,0
10814,1149,22,0.4,0.37,0
10747,1118,8,0.51,0.68,0
7820,870,8,0.55,0.16,1
13958,1381,12,0.97,0.25,0
1136,300,13,0.28,0.46,0
13095,1290,9,0.14,0.36,0
9926,956,1,0.97,0.41,0
3459,457,11,0.03,0.07,0
2646,338,20,0.27,0.85,1
10085,869,3,0.69,0.05,0
13126,1095,0,0.58,0.82,0
12802,1103,13,0.73,0.09,0
8683,803,23,0.02,0.05,0
13840,1257,2,0.81,0.92,1
5208,559,5,0.59,0.75,0
1069,316,13,0.86,0.7,1
10391,1040,23,0.12,0.92,1
5539,709,4,0.8,0.67,1
10103,1108,15,0.04,0.91,1
7378,685,0,0.21,0.28,0
6797,812,2,0.58,0.08,0
8813,822,9,0.7,0.85,1
3368,358,3,0.28,0.46,0
2271,348,13,0.66,0.82,0
10715,868,15,0.06,0.52,0
10235,976,5,0.46,0.85,1
5341,533,9,0.49,0.42,0
11903,1243,4,0.13,0.13,0
13447,1117,13,0.72,0.29,0
5590,735,22,0.57,0.82,1
5359,574,20,0.28,0.83,0
12363,1173,13,0.31,0.92,1
8882,766,16,0.04,0.09,0
1731,386,6,0.24,0.93,0
11431,1213,19,0.71,0.62,1
6168,729,14,0.36,0.28,0
9127,937,12,0.94,0.8,0
12705,1059,7,0.3,0.51,0
10571,994,0,0.21,0.3,1
2812,486,22,0.26,0.35,0
12134,1115,23,1.0,0.69,1
6016,715,3,0.01,0.28,0
6167,543,1,0.33,0.5,0
10184,921,13,0.37,0.76,0
1939,370,19,0.67,0.54,1
7762,822,6,0.62,0.58,1
6256,763,17,0.22,0.26,1
1810,449,11,0.04,0.9,0
11778,1051,10,0.27,0.96,1
8041,803,1,0.13,0.7,0
3871,426,22,0.82,0.67,0
10596,1018,0,0.94,0.99,1
13977,1157,11,0.34,0.57,0
13133,1232,18,0.78,0.91,1
12378,1212,3,0.43,0.34,0
4550,595,1,0.12,0.09,0
13568,1077,6,0.13,0.04,0
12368,1168,6,0.54,0.4,0
5382,525,15,0.58,0.82,0
6536,587,9,0.83,0.99,1
2035,262,9,0.9,0.41,1
3912,547,3,0.12,0.23,1
3000,476,6,0.55,0.76,0
1681,290,11,0.33,0.58,0
8559,815,2,0.2,0.11,1
13753,1129,23,0.9,0.18,1
12606,1200,12,0.7,0.13,0
4298,575,5,0.08,0.23,0
5224,458,12,0.0,0.84,0
12924,1086,22,0.13,0.34,0
5509,758,9,0.26,0.45,0
4278,597,1,0.03,0.3,0
4310,479,11,0.24,0.96,1
8022,801,2,0.87,0.35,0
12036,963,14,0.66,0.39,0
6506,714,8,0.51,0.24,0
13223,1243,2,0.14,0.89,0
13571,1343,15,0.61,0.92,1
4370,408,22,0.74,0.06,0
10267,958,21,0.67,0.31,0
5068,638,13,0.4,0.19,0
4501,604,23,0.18,0.52,0
9926,1099,14,0.33,0.49,1
2301,324,2,0.29,0.85,0
13164,1144,19,0.23,0.26,0
3788,606,23,0.77,0.91,1
9375,824,11,0.88,0.37,0
7257,611,9,0.05,0.56,0
5997,744,14,0.91,0.38,0
4369,509,10,0.5,0.98,1
10648,937,8,0.87,0.28,1
6326,556,12,0.55,0.31,0
5059,553,21,0.83,0.94,0
1434,367,22,0.14,0.42,0
3418,433,19,0.11,0.14,0
12441,1250,21,0.66,0.28,0
6896,791,22,0.68,0.81,0
11875,1012,20,0.64,0.92,1
7316,792,18,0.18,0.6,0
6088,780,3,0.82,0.18,0
5830,661,9,0.52,0.99,1
9117,806,18,0.73,0.35,1
11388,976,19,0.75,0.26,0
4724,618,9,0.31,0.45,1
2580,314,17,0.5,0.28,0
13023,1095,8,0.45,0.7,0
4261,424,21,0.59,0.38,0
3345,490,16,0.86,0.13,0
5234,586,23,0.17,0.44,0
9307,772,8,0.36,0.61,1
3879,627,19,0.57,0.12,1
12047,1207,9,0.75,0.64,1
8267,871,13,0.75,0.74,1
3033,544,6,0.78,0.47,1
1691,269,6,0.86,0.76,0
3671,520,0,0.38,0.51,0
3249,306,7,0.98,0.98,1
13788,1217,19,0.63,0.44,0
11824,1115,2,0.62,0.86,0
8086,759,22,0.26,0.15,1
6933,838,18,0.47,0.23,0
10754,898,18,0.99,0.62,0
6150,704,5,0.85,0.6,0
8906,744,5,0.36,0.59,0
6818,857,10,0.91,0.84,1
1623,345,9,0.73,0.5,0
3912,648,3,0.19,0.5,0
12185,1261,12,0.45,0.25,0
12252,1098,14,0.03,0.63,0
3394,419,1,0.0,0.07,0
13038,1218,11,0.88,0.48,1
3172,488,20,0.83,0.39,0
2156,399,22,0.42,0.85,0
10134,1012,6,0.5,0.82,1
11534,933,6,0.41,0.24,0
8003,687,4,0.39,0.51,0
12154,1204,10,0.93,0.26,0
6466,659,2,0.53,0.55,0
6337,628,5,0.51,0.64,0
3017,514,5,0.46,0.89,1
5028,587,2,0.0,0.37,0
10125,907,16,0.45,0.84,1
8811,764,18,0.59,0.67,0
8289,813,10,0.02,0.96,1
8810,745,13,0.27,0.66,0
12340,1227,21,0.99,0.64,0
4747,563,13,0.11,0.32,0
11255,1075,5,0.83,0.26,1
3252,527,17,0.81,0.73,1
6929,861,2,0.11,0.92,0
11683,1052,19,0.35,0.11,0
11446,1083,20,0.69,0.81,1
3087,366,6,0.26,0.79,0
10019,1100,13,0.03,0.8,0
2228,338,15,0.86,0.77,0
8660,715,21,0.87,0.88,1
1163,366,1,0.93,0.72,1
7877,798,0,0.35,0.09,0
10038,953,0,0.83,0.75,0
12880,1169,1,0.45,0.02,1
9456,1058,6,0.32,0.1,0
3399,462,13,0.11,0.9,0
3540,473,20,0.71,0.07,0
2293,381,17,0.82,0.1,1
9997,1098,4,0.87,0.38,0
4590,571,20,0.17,0.24,0
12896,1236,16,0.55,0.41,0
7705,774,10,0.76,0.51,0
8193,700,19,0.85,0.88,1
9055,1029,21,0.59,0.33,1
11356,1035,19,0.75,0.87,0
11621,1061,19,0.22,0.46,0
6061,682,14,0.86,0.5,1
11666,965,23,0.81,0.81,1
8869,967,3,0.88,0.78,0
6404,556,20,1.0,0.93,0
1214,189,2,0.51,0.44,0
2103,233,16,0.07,0.9,0
10838,1148,3,0.7,0.76,0
1901,259,3,0.04,0.46,0
11541,1062,8,0.7,0.25,1
4773,485,11,0.41,0.13,0
12377,1020,18,0.68,0.33,0
2417,244,18,0.27,0.73,0
3160,502,11,0.9,0.53,0
2160,430,10,0.36,0.3,0
12148,976,0,0.01,1.0,0
9537,1016,20,0.42,0.74,1
4931,663,14,0.17,0.18,0
8038,958,23,0.68,0.08,0
10235,945,11,0.29,0.56,0
12814,1273,6,0.14,0.42,0
12656,1045,18,0.68,0.61,1
8332,925,14,0.25,0.1,0
6226,624,14,0.98,0.32,0
4592,510,10,0.94,0.31,0
6684,595,20,0.3,0.27,0
9108,878,13,0.87,0.47,1
8505,964,17,0.97,0.1,0
3366,361,23,0.75,0.44,0
13506,1088,10,0.67,0.77,0
6212,799,21,0.63,0.68,0
1738,318,4,0.37,0.69,0
7656,842,15,0.72,0.13,0
5443,768,12,0.38,0.9,0
13858,1102,5,0.55,0.47,0
9117,808,6,0.55,0.36,1
3553,385,12,0.85,0.74,0
8141,762,19,0.38,0.9,0
13588,1171,15,0.23,0.17,0
1962,342,5,0.4,0.32,0
5761,693,0,0.63,0.63,0
7606,889,16,0.57,0.94,0
10968,1004,4,0.07,0.08,0
13134,1162,6,0.73,0.92,1
2555,495,19,0.33,0.21,0
9716,965,13,0.25,0.35,1
6114,730,5,0.26,0.86,0
13548,1225,3,0.4,0.22,0
11815,1143,9,0.84,0.49,1
4616,518,14,0.59,0.26,0
8220,812,4,0.12,0.75,1
12027,1164,0,0.37,0.67,0
12365,1261,10,0.42,0.92,0
12868,1311,21,0.58,0.63,1
9305,1014,0,0.44,0.14,1
2016,455,10,0.23,0.96,0
12345,1212,14,0.15,0.38,0
13695,1287,14,0.23,0.62,0
9553,999,1,0.09,0.32,1
9670,975,17,0.32,0.27,1
5771,691,11,0.07,0.9,0
10577,939,3,0.14,0.07,0
6245,600,12,0.09,0.12,0
1985,507,13,0.51,0.86,0
8775,789,0,1.0,0.77,1
11686,1097,8,0.46,0.25,1
6343,818,2,0.7,0.7,0
10082,862,7,0.02,0.04,0
4961,628,4,0.98,0.64,0
2885,446,7,0.95,0.64,0
12072,1087,0,0.34,0.79,1
9831,1052,22,0.38,0.92,1
8020,854,2,0.03,0.06,0
12246,1011,18,0.35,0.51,1
7156,642,16,0.61,0.72,0
9879,1020,10,0.19,0.43,0
2848,426,11,0.02,0.08,0
8857,1010,11,0.87,0.96,0
5928,607,12,0.65,0.18,1
3720,537,3,0.96,0.92,0
12086,1006,4,0.31,0.33,0
2093,295,2,0.79,0.79,0
13950,1214,17,0.45,0.02,0
1637,302,20,0.16,0.93,0
8272,863,14,0.23,0.74,0
8137,821,20,0.1,0.55,0
7061,659,1,0.48,0.97,1
5464,472,6,0.5,0.26,0
2304,330,7,0.94,0.93,1
5168,610,11,0.16,0.92,0
6304,680,19,0.71,0.81,1
6588,590,8,0.09,0.24,0
4320,459,11,0.88,0.53,0
2778,388,6,0.73,0.93,1
6698,780,3,0.81,0.63,1
2276,293,21,0.66,0.24,1
4385,603,15,0.72,0.62,0
13164,1110,6,0.74,0.37,0
13124,1121,2,0.81,0.08,0
1490,464,17,0.22,0.73,0
10580,1144,6,0.89,0.21,0
2035,308,16,0.81,0.6,0
10951,1168,13,0.82,0.02,1
13421,1327,4,0.56,0.41,0
12997,1293,20,0.12,0.12,0
13524,1236,20,0.81,0.91,1
9885,928,11,0.51,0.56,0
9892,1069,14,0.49,0.95,0
9196,767,14,0.41,0.49,1
5578,623,13,0.26,0.16,0
6642,852,16,0.72,0.63,0
9425,905,0,0.69,0.95,0
12245,1219,0,0.88,0.58,0
7105,722,4,0.8,0.93,0
11493,1055,17,0.58,0.04,1
7338,886,18,0.55,0.85,1
7580,725,20,0.67,0.75,0
11204,1100,11,0.76,0.38,0
12803,1074,8,0.05,0.25,1
5131,618,8,0.32,0.42,0
4084,454,13,0.19,0.26,0
1953,465,21,0.07,0.92,0
10717,1056,13,0.81,0.95,1
11812,1162,12,0.37,0.67,0
1960,475,22,0.61,0.93,0
3013,310,15,0.04,0.12,0
1232,242,5,0.66,0.83,1
10655,1072,0,0.38,0.35,0
6765,655,5,0.89,0.59,0
6934,591,19,0.67,0.29,0
13041,1176,17,0.51,0.98,1
12516,1200,23,0.76,0.53,0
6294,757,23,0.32,0.4,0
8082,775,13,0.6,0.68,0
9310,1055,21,0.48,0.94,1
13883,1125,7,0.42,0.97,0
13507,1090,14,0.47,0.42,0
5108,553,6,0.3,0.01,0
8479,722,10,0.34,0.79,1
12012,1062,6,0.19,0.97,0
4724,459,15,0.73,0.98,1
5730,705,22,0.22,0.5,0
4840,554,0,0.76,0.39,1
12116,992,3,0.33,0.52,0
3493,516,6,0.9,0.21,1
8289,947,22,0.63,0.34,0
12265,1259,9,0.42,0.97,1
5757,559,0,0.75,0.09,0
7431,878,5,0.47,0.4,0
1757,231,16,0.55,0.28,0
12742,1240,23,0.26,0.55,1
9242,817,14,0.08,0.36,0
13258,1106,6,0.75,0.59,0
13125,1319,17,0.76,0.47,0
5425,573,19,0.26,0.23,0
2710,535,22,0.81,0.4,0
4226,538,8,0.47,0.23,0
6453,778,3,0.31,0.69,0
4031,591,8,0.94,0.74,0
4311,446,22,0.65,0.6,1
2214,291,7,0.19,0.44,1
3375,368,10,0.35,0.94,0
4595,628,7,0.59,0.59,0
12492,1006,8,0.68,0.25,0
9855,1072,13,0.08,0.39,0
4990,622,18,0.75,0.92,1
4970,497,16,0.46,0.32,0
5260,710,9,0.04,0.02,1
1061,434,15,0.59,0.52,0
7674,637,2,0.68,0.41,0
11805,1144,21,0.44,0.2,0
13135,1140,15,0.92,0.67,1
11457,935,22,0.85,0.49,0
1680,476,15,0.74,0.94,0
11304,1000,0,0.5,0.9,0
4842,547,16,0.07,0.01,0
4100,573,4,0.28,0.51,0
10986,1054,21,0.15,0.97,0
13703,1289,15,0.29,0.25,0
12322,1082,23,0.72,0.18,0
13043,1206,0,0.37,0.65,0
9558,1042,21,0.29,0.87,0
1188,340,18,0.33,0.48,1
1466,234,17,0.99,0.74,1
4618,637,3,0.97,0.86,0
5657,582,21,0.5,0.51,0
5029,673,5,0.66,0.61,0
5854,515,23,0.79,0.4,0
6185,774,7,0.53,0.89,1
8625,867,3,0.18,0.15,0
2406,402,18,0.68,0.63,1
7295,609,5,0.91,0.15,0
1581,296,5,0.64,1.0,1
13807,1192,14,0.53,0.89,1
9805,953,0,0.62,0.41,0
3431,610,7,0.56,0.85,1
1644,407,20,0.59,0.18,0
13457,1072,1,0.69,0.73,1
3096,445,8,0.68,0.72,1
1647,379,3,0.0,0.37,0
8960,760,8,0.12,0.19,1
13340,1255,8,0.98,0.37,1
3029,547,4,0.18,0.29,0
12667,1094,23,0.73,0.37,1
3083,416,5,0.19,0.74,0
13346,1121,6,0.57,0.64,1
12742,1291,10,0.93,0.84,0
5638,577,15,0.23,0.04,0
12685,1148,19,0.08,0.85,1
13455,1112,19,0.82,0.58,1
3325,356,0,0.33,0.48,0
11851,1039,21,0.54,0.8,0
5043,603,3,0.71,0.62,1
12573,1064,19,0.86,0.47,0
9803,839,15,0.41,0.02,1
11739,992,3,0.35,0.8,0
2867,497,22,0.45,0.05,0
2797,269,9,0.67,0.9,0
3247,317,13,0.26,0.35,0
11611,945,20,0.03,0.55,0
12559,1254,6,0.43,0.37,0
11949,1244,6,0.61,0.13,0
12953,1095,1,0.74,0.64,1
7750,878,19,0.72,0.88,1
2175,295,14,0.82,0.95,0
5440,477,3,0.23,0.35,0
3139,459,6,0.25,0.75,0
11323,1207,14,0.81,0.46,1
7488,905,13,0.87,0.51,0
8158,730,18,0.18,0.93,1
12013,1029,22,0.14,0.7,0
5392,471,4,0.4,0.09,0
13871,1366,21,0.26,0.69,1
8074,731,5,0.34,0.54,0
11205,909,13,0.01,0.33,0
10991,1162,5,0.71,0.55,1
8762,735,10,0.66,0.43,0
8553,750,15,0.15,0.12,0
9408,813,10,0.82,0.22,0
6887,691,6,0.54,0.82,1
11434,987,13,0.6,0.51,0
4430,452,1,0.98,0.18,0
1818,453,10,0.69,0.04,0
5239,625,19,0.52,0.98,1
1848,372,17,0.81,0.44,0
6973,622,18,0.82,0.75,0
13718,1264,1,0.25,0.88,0
11952,1110,22,0.98,0.56,0
3295,315,18,0.37,0.32,0
10872,919,5,0.75,0.21,0
8417,983,9,0.93,0.58,0
3152,390,16,0.24,0.62,0
11931,1210,14,0.99,0.3,1
10824,1081,23,0.22,0.85,0
6255,703,0,0.57,0.79,0
8233,949,20,0.67,0.71,1
8115,768,17,0.55,0.17,0
2040,219,23,0.99,0.72,0
3634,510,3,0.16,0.12,0
10684,1005,12,0.16,0.98,0
8111,860,11,0.83,0.84,1
11304,1125,7,0.0,0.93,1
12127,1067,6,0.32,0.85,1
6708,765,9,0.01,0.67,0
13398,1232,22,0.4,0.29,1
7388,840,6,0.34,0.95,1
9264,853,23,0.68,0.62,0
7038,829,14,0.26,0.1,0
7936,841,13,0.69,0.75,0
7586,786,0,0.4,0.24,0
9335,960,3,0.45,0.08,0
7697,872,18,0.39,0.23,0
4009,503,18,0.64,0.93,1
5642,585,13,0.6,0.17,0
2368,413,13,0.19,0.53,0
10805,1015,14,0.45,0.29,0
4535,514,22,0.25,0.74,0
1871,440,17,0.94,0.48,0
1739,378,6,0.28,1.0,1
6377,818,22,0.78,0.1,0
11866,1134,9,0.61,0.89,0
11445,946,20,0.68,0.11,0
7259,758,17,0.79,0.49,1
9569,966,14,0.9,0.31,0
1420,270,12,0.88,0.2,1
5638,548,17,0.78,0.4,1
2613,327,2,0.46,0.41,0
6515,770,13,0.46,1.0,1
12145,992,15,0.9,0.5,0
3672,434,13,0.37,0.45,0
5240,688,22,0.43,0.35,0
8693,771,13,0.26,0.9,1
2802,335,6,0.26,0.91,0
6559,780,5,0.27,0.26,0
8461,914,8,0.54,0.91,1
5935,773,20,0.07,0.58,0
6573,796,16,0.81,0.96,1
9509,781,15,0.99,0.22,1
2898,456,12,0.76,0.97,1
4166,499,20,0.98,0.67,0
6377,582,19,0.54,0.54,0
7509,914,12,0.69,0.31,0
10910,1064,13,0.74,0.09,1
4183,379,17,0.83,0.59,0
9649,980,6,0.56,0.66,1
5236,480,9,0.77,0.1,1
7488,828,20,0.64,0.68,0
1058,342,6,0.33,0.53,0
7870,695,20,0.81,0.78,0
5763,755,0,0.51,0.92,1
11690,1180,8,1.0,0.68,1
12658,1257,11,0.53,0.99,0
1876,286,9,0.76,0.24,1
4530,674,19,0.6,0.14,0
4767,590,21,0.28,0.86,0
5402,637,17,0.91,0.88,1
6602,779,6,0.65,0.96,0
10837,1037,4,0.4,0.77,0
13996,1336,20,0.52,0.83,1
11487,1126,13,0.23,0.21,0
3265,568,2,0.41,0.83,0
8134,787,2,0.97,0.24,0
4254,665,11,0.4,0.63,0
13518,1243,14,0.04,0.73,0
13997,1167,10,0.68,0.84,1
4346,446,13,0.15,0.18,0
7637,726,3,0.85,0.26,1
7056,817,2,0.77,0.17,0
6287,780,9,0.62,0.82,1
9762,1009,0,0.38,0.19,0
13558,1144,21,0.66,0.45,1
5133,633,12,0.31,0.69,0
4821,482,21,0.84,0.47,0
12498,1025,15,0.03,0.77,0
7318,628,17,0.57,0.46,1
11557,1091,18,0.77,0.28,0
9074,776,13,0.7,0.11,0
11654,1151,6,0.25,0.02,0
2328,242,22,0.67,0.84,0
4490,431,5,0.19,0.23,0
3613,548,16,0.28,0.23,0
9888,845,13,0.59,0.04,0
4395,528,4,0.04,0.15,0
6626,825,23,0.01,0.14,0
10084,985,3,0.63,0.66,0
10147,935,18,0.16,0.81,0
13937,1231,20,0.38,0.55,0
4829,521,23,0.68,0.26,0
8904,946,23,0.4,0.13,0
1431,416,6,0.47,0.24,0
8421,943,9,0.85,0.85,1
9316,932,0,0.52,0.85,1
8388,704,9,0.27,0.73,0
6707,692,5,0.56,0.37,0
8854,854,5,0.1,0.58,0
9911,825,11,0.78,0.69,0
10674,995,23,0.51,0.51,1
2965,548,13,0.82,0.91,1
12722,1253,11,0.79,0.94,0
4757,698,11,0.77,0.45,0
7941,659,0,0.86,0.7,1
1652,446,7,0.6,0.41,0
5778,762,20,0.58,0.93,0
12172,1082,16,0.65,0.01,0
4556,611,7,0.25,0.79,0
12284,1179,15,0.5,0.26,0
8275,963,1,0.34,0.69,0
5102,620,4,0.59,0.37,0
5293,753,3,0.29,0.01,0
6346,827,5,0.1,0.51,0
13693,1106,11,0.52,0.48,0
7550,757,12,0.07,0.93,0
7294,772,23,0.5,0.26,0
10038,1043,9,0.96,0.77,0
1490,338,12,0.41,0.88,0
3920,495,13,0.22,0.92,1
13580,1252,23,0.68,0.94,0
7791,816,7,0.34,0.55,0
8540,809,13,0.84,0.03,0
2580,309,20,0.68,0.17,0
8036,704,11,0.88,0.48,0
9309,910,8,0.69,0.1,0
2086,426,16,0.2,0.16,0
3312,580,18,0.63,0.51,0
8945,786,0,0.37,0.42,0
4233,492,22,0.61,0.02,0
5022,513,15,0.79,0.18,1
12448,1243,10,0.96,0.74,0
2681,479,4,0.34,0.39,0
13200,1278,2,0.5,0.07,0
8237,903,14,0.83,0.38,1
6175,624,16,0.05,0.79,0
13053,1275,16,0.75,0.88,1
9494,1065,2,0.57,0.56,0
5595,616,1,0.84,0.43,0
1744,452,7,0.33,0.56,0
13230,1342,14,0.28,0.64,0
6003,541,16,0.79,0.77,0
3607,330,9,0.61,0.36,1
11104,983,16,0.5,0.93,0
8102,898,10,0.23,0.52,0
9470,809,9,0.97,1.0,1
10694,928,21,0.31,0.09,0
4275,483,15,0.2,0.8,0
11793,1099,1,0.52,0.6,0
5694,774,18,0.96,0.77,1
9534,926,4,0.8,0.23,0
2788,561,4,0.09,0.48,0
8012,791,22,0.28,0.53,0
10234,1048,2,0.81,0.01,0
3428,578,14,0.03,0.12,1
3585,474,13,1.0,0.37,0
2076,279,4,0.35,0.15,0
8554,913,4,0.84,0.95,0
1623,398,13,0.92,0.26,0
11531,1139,15,0.05,0.19,0
8206,699,2,0.83,0.57,0
7139,781,15,0.78,0.35,0
9658,850,10,0.78,0.45,1
4372,621,2,0.98,0.48,0
12080,1250,11,0.85,0.7,1
2751,298,22,0.72,0.84,1
9212,1036,15,0.8,0.92,1
2448,427,17,0.59,0.12,0
8034,733,7,0.6,0.47,1
9248,990,2,0.58,0.48,0
7591,719,3,0.01,0.05,1
8981,768,18,0.75,0.04,0
8099,931,10,0.8,0.04,1
8277,682,17,0.93,0.99,0
5957,722,6,0.59,0.05,0
8534,850,5,0.22,0.8,0
8309,899,4,0.9,0.11,0
5506,713,0,1.0,0.97,1
1294,346,13,0.9,0.7,0
11229,967,12,0.39,0.16,0
3195,325,3,0.99,0.23,1
2666,387,22,0.51,0.5,0
3412,571,12,1.0,0.99,1
10027,821,6,0.12,0.39,0
6403,638,11,0.59,0.19,0
9266,849,21,0.43,0.5,0
5618,709,16,0.92,0.86,1
3318,460,10,0.69,0.89,0
9165,1020,3,0.72,0.21,1
9054,815,6,0.76,0.55,1
13489,1186,19,0.18,0.7,0
6016,558,6,0.88,0.47,0
6224,672,9,0.03,0.93,0
8967,897,11,0.19,0.29,1
4300,597,19,0.04,0.48,0
3591,482,18,0.61,0.12,0
1206,390,3,0.47,0.55,0
7892,904,11,0.74,0.69,0
